_id,url,title,price
215deffe1466c86a7ec3766a2e257d2e31347ec94b61c7518b88d8f450cf9f83,how-music-works_979/index.html,How Music Works,£37.32
cbc028f8e748254817cf534d6707eb4313e050d716e8bb5a5c2beb737d578cf4,foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",£30.52
bfc8533eaf7a2b155aac6fc3e1d4eeee1a1968f89dc8530643459b9a866145ee,chase-me-paris-nights-2_977/index.html,Chase Me (Paris Nights #2),£25.27
e6c77b4a6062dd67b866291902eae0d19f27d75d35731beada288424877da406,black-dust_976/index.html,Black Dust,£34.53
d91aebc67e5e1b1d19e79b58c67a6c50bcaf3ccd5a8ad898d183e596c99de5e1,birdsong-a-story-in-pictures_975/index.html,Birdsong: A Story in Pictures,£54.64
25c5a230e4867863af0bb28bc0feb510d87fd3770e60422e14c96677a0f6b186,americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,£22.50
8f19989ca0fef4c8bbe4195485bc507e2e7214ceab558d4681ac15c5435134cd,aladdin-and-his-wonderful-lamp_973/index.html,Aladdin and His Wonderful Lamp,£53.13
17f32fb4728f6fa7480457640fd86f48882bb19b3e1a83f50e6044c5ab8adb50,worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,£40.30
b12170ed397128d93ffca6bc6288ae95a10ee5ee60f4019b5b34d99c6651589f,wall-and-piece_971/index.html,Wall and Piece,£44.18
93b798a0951bb4bac6d23709579c498211ba6ef2f8da9427de951f2e00ad9fcc,the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,The Four Agreements: A Practical Guide to Personal Freedom,£17.66
1fcba767ab305e0baaf48e493f97aab8c28ec449bed19dbd4f66d3792d2b6f8d,the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,£31.05
c6503b1768f829a71ee15e94896a2f2cfc21776b2c803d70a262794e9f54f8bc,the-elephant-tree_968/index.html,The Elephant Tree,£23.82
cd8dd4906c6809f91b1df6058e85b7e1a9f118a70c4ef44f89d7b6e17a3c23f9,the-bear-and-the-piano_967/index.html,The Bear and the Piano,£36.89
c85b06fac1b7cb7c83c382e7df943e3cf6b7123f14698e93ee966b5adb8b955b,sophies-world_966/index.html,Sophie's World,£15.94
54b8174b6a65c26f8426b02195b6db4ca0402b36ce36927148b2d4c62a55eca7,penny-maybe_965/index.html,Penny Maybe,£33.29
5edd2e2d33bad8859ff9f65c0fa1d9f4d9369eaf20ce389a342beafa7d1fad46,maude-1883-1993she-grew-up-with-the-country_964/index.html,Maude (1883-1993):She Grew Up with the country,£18.02
54a934094c3464f61bd039b64be890ca9beddfa6e00dd30995c6e5c9dcec1c1f,in-a-dark-dark-wood_963/index.html,"In a Dark, Dark Wood",£19.63
4c8b350f2ab8e712a507f5465a4d8891f3a9cfb03a7d5ec33778012ded400846,behind-closed-doors_962/index.html,Behind Closed Doors,£52.22
52ef366ed8b8779402879dca6b3846672b25f380d41ac58631b7fb7437d49907,you-cant-bury-them-all-poems_961/index.html,You can't bury them all: Poems,£33.63
995cd23debbf2b1b92e2fb1f86d83791dae3b45d5524d2843e815a9d0eb0663c,slow-states-of-collapse-poems_960/index.html,Slow States of Collapse: Poems,£57.31
5e41243ea89eb6cdec002fa69073fbc786cf52213fecddeb958fd6c0e9fd084e,reasons-to-stay-alive_959/index.html,Reasons to Stay Alive,£26.41
6f5966e316a09a85c796195ab6b9150a7b4279343e4f3af68f9f410eead4f3c5,private-paris-private-10_958/index.html,Private Paris (Private #10),£47.61
90ddd9d7ffe5e90e9f9552dd16a6c028527b050cdc124a63df6c523d1757287e,higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,£23.11
6173b7f22c4de5f952f8c43d2afa443e70da1b3a7a50034586545cf661cfc398,without-borders-wanderlove-1_956/index.html,Without Borders (Wanderlove #1),£45.07
7338ca289df65dcdfc516a2085e75f3d37670689419d5c50a8587c49fa998b06,when-we-collided_955/index.html,When We Collided,£31.77
833ae9a27da0e96c4d7c71ce9d4cfd8033725b2f95987714e79660b2932d5faa,we-love-you-charlie-freeman_954/index.html,"We Love You, Charlie Freeman",£50.27
f46ce07b8df160ef8b835a3ff73a5acd8a6356bea3c57befd0aa4fedd7464fc7,untitled-collection-sabbath-poems-2014_953/index.html,Untitled Collection: Sabbath Poems 2014,£14.27
5df1125b7dc88e37f9edbea5fbe2b3661d90b5ea7cd33e41f7e9ace875d120f9,unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",£44.18
f50eeb3431a8de4ed1e10181ea77ec07cbd9a336efe0585e473ed54d32a356a1,unicorn-tracks_951/index.html,Unicorn Tracks,£18.78
3d7156cb10afe4c7ad1949dbb583952d428ef4768e951a729f5c6602021ab894,unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",£25.52
48a3661dc9f73bfa6c82cb9478964645e84bc3b51a3e1867ba063ca77b2fb7ce,tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),£16.28
55b4e1d28ec88b3608e278b7c4921c84e14ceccda3826a09acdca2618534e45b,throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,£31.12
88a1dbaefa4e938fc9f74ddc95d092ea35a1ce2258fbdcf61eb8555706827d03,this-one-summer_947/index.html,This One Summer,£19.49
73880de487d3f24f941604e9dc5970a206ee4eab251398e9af89dd28ae3512a0,thirst_946/index.html,Thirst,£17.27
3203d6d066ddcf21867f07ec4239f00a2db3aab7fbcee6dae52bde219537ec30,the-torch-is-passed-a-harding-family-story_945/index.html,The Torch Is Passed: A Harding Family Story,£19.09
a6dad5c24eb42284f1feeda967a03ab1a5a819a5a697291f47d145e22a9f0469,the-secret-of-dreadwillow-carse_944/index.html,The Secret of Dreadwillow Carse,£56.13
29f6fb795aa637d1c9acfffffbf77fe6c496d071d7c26319124f54dd51c8a4d5,the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",£56.41
b7ec26ac3f89ea001dbfd2d673d94fb2814dea2115c553a44cf4836cf91e9a57,the-past-never-ends_942/index.html,The Past Never Ends,£56.50
cd45e534596c4e03797d04d1dee15d43a725f00de59978dc13116dcb1d304609,the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,The Natural History of Us (The Fine Art of Pretending #2),£45.22
acaaf0ca9e13eb574662748b7194cefde4c3404b779f2604b3af2eca53355a25,the-nameless-city-the-nameless-city-1_940/index.html,The Nameless City (The Nameless City #1),£38.16
73013807ef0cccc1a01773ec7ec2cfd6af744b2c09876605acadb8f66f3854c0,the-murder-that-never-was-forensic-instincts-5_939/index.html,The Murder That Never Was (Forensic Instincts #5),£54.11
3ae50b429fcc53a12cd2324285bb0b8a868917cd407553f6899a77a1ad8cbd75,the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,£42.96
fb2a87e2d65386b100036e8fd7e5d9acf86c6fab3a3d3e7b4597617cef612c31,the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",£23.89
b21e50d27139e6913f3513468f27c29c9ebdd108405ee96fad98c3ffaed1ee5b,the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,£16.77
1c14fb5ac4cfd4eaa5276c11d098ae3fb56edb413490bd619dd44c8f964dba2d,the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",£20.59
c07c19c47e831a2c8e7135bbd21e33a5fa4372e198c16fd26582903aa285b319,the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,The Gutsy Girl: Escapades for Your Life of Epic Adventure,£37.13
ac4421cc8c01c8c42a1fce6c532f064c44b1cc5398158deeaf51c8db145e5e0a,the-electric-pencil-drawings-from-inside-state-hospital-no-3_933/index.html,The Electric Pencil: Drawings from Inside State Hospital No. 3,£56.06
9f2025f9faea6ab4f3c25967cae0407ad17941838a59a1723d1016bd70793623,the-death-of-humanity-and-the-case-for-life_932/index.html,The Death of Humanity: and the Case for Life,£58.11
23fc631fe13fe5a9480404eac1a282cdbadc744e2922cbf7af909dc165a62e6e,the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",£49.05
0f92633885263ab1cc71b13fcd3827fb2f0d4d981b0025f1a0f8f1b4f58ce945,the-art-forger_930/index.html,The Art Forger,£40.76
a7e8e2279741765c0bcfd04fdee802e01e6db73de5a19338a5f7b87ff9ef9c66,the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,£19.73
4d9393c688173b401a84a5d9c76bc3e768f99f65a483766b391c6b7c70e50ce7,the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,£32.24
0c74cdffc5882de97bc7f61e7fd766466ef9ff3cc621f0feb6a4f88272055a0c,spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,£41.83
dbf5b2f5ead457427415f3785e224db7967d24b9573ab810d1c06e4e0e524615,soul-reader_926/index.html,Soul Reader,£39.58
85cc4f9c2abbbe453b161a7587dc4dbc9e788c794129c410315f84943ca895e8,security_925/index.html,Security,£39.25
8bb54e82303591d01da84b5fd9741fd5838e87b98a71afe3dc374ad459627c59,saga-volume-6-saga-collected-editions-6_924/index.html,"Saga, Volume 6 (Saga (Collected Editions) #6)",£25.02
a3e781773029ac5e1001c261fe2b7a0d467db48c61031e76d997828ca81404dc,saga-volume-5-saga-collected-editions-5_923/index.html,"Saga, Volume 5 (Saga (Collected Editions) #5)",£51.04
bd08561a77bd08ccba22cd4a97e7b8199b847d4e7b1cca61e399943f68cde97b,reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,Reskilling America: Learning to Labor in the Twenty-First Century,£19.83
6e77fb33c042d55ee1a2f955995802ae32eef37db1ffcfeed0c0ad6f8b3a2c3d,rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",£50.40
b8861502107bab8edecc68f802ffb3ff57b242a79fdc3eba2ea1a5d8530248a8,princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",£13.61
f236e23f58267318a150175ce14c29fccea524f7621dc8034140a80036d9b1e0,princess-between-worlds-wide-awake-princess-5_919/index.html,Princess Between Worlds (Wide-Awake Princess #5),£13.34
a38aa2c99d5551764a58056ef8c312b95b74f0ca54ba1e36f6dc98c7f26eb2ca,pop-gun-war-volume-1-gift_918/index.html,"Pop Gun War, Volume 1: Gift",£18.97
ad8caa990473111b4367e39b35f15aa3a64d884ea5bc73d011554f2344d017c8,political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",£36.28
3c88f2fba4fc603f54ecc3815c581c92a443f675b7eda6373dd6f0a6a924f2b6,patience_916/index.html,Patience,£10.16
87ab9d5a9b7cb7b8d9f595dbf51c3b4f79ac4701736660329506f47d5dedefb7,outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",£15.44
d719113bcc13e9f9d9aa44b4bcacc0b5aeecf7c7036fa06ba1edd10c7d6b1991,orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,orange: The Complete Collection 1 (orange: The Complete Collection #1),£48.41
8b76ea62737dc850afb6219ada75eaab559cb02ea42f639be7be8982894b8815,online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,Online Marketing for Busy Authors: A Step-By-Step Guide,£46.35
2a4f1b96463f24f5e589430d771ec9edf95a4b922f7c9efb0c46a321054e0dc6,on-a-midnight-clear_912/index.html,On a Midnight Clear,£14.07
27dc15a95a0023cbc893acd437d08fe2ffeb922ce6773a156e0c758c7d68a418,obsidian-lux-1_911/index.html,Obsidian (Lux #1),£14.86
10c0ec3d07ef86312a4e3904962f51767836d4a2f3e7fe1faea508e54013f0d1,my-paris-kitchen-recipes-and-stories_910/index.html,My Paris Kitchen: Recipes and Stories,£33.37
3609f3677bdb5b20a3da47e135c7be0b2f264aebae2e29ab1e747ccc5b06c341,masks-and-shadows_909/index.html,Masks and Shadows,£56.40
a584171fd6f3d8269e3846457c8fb88515bd11c213ab8a92fd386c5fdb7b63ac,mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",£14.02
3992d62283a8fe2e1e36fec050fe80e3170f2a79899d3bae834af001a55ea46e,lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",£46.91
39848d51ab40edda5e96f69700d560e2cb65d749e6c9656e8496d628dc8f711c,lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",£45.61
ef380e21a30264fc2519569e8ef7f424d4b80482ac4cdbad2e16df2ba9385fc0,lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),£19.92
0e128b10c0ca6d65f6e84f4b26e5c595ea68397299c39166104da445ba7eac5b,layered-baking-building-and-styling-spectacular-cakes_904/index.html,"Layered: Baking, Building, and Styling Spectacular Cakes",£40.11
1376f6e40bed72a8ad16071486dc4bcaa9931a434765fe31a544721cb070aea0,judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),£53.90
d9289b5e645e814642d4e2a4047dac1b262cfd0cd919d3553df7b3e285bbb765,join_902/index.html,Join,£35.67
ce2589d11c9445638ac9aa9209654c48fab2b1b6a07d24558e84d9a0305fea29,in-the-country-we-love-my-family-divided_901/index.html,In the Country We Love: My Family Divided,£22.00
45dc8e15ef03de1f184f2a4aefa9557c566ef213c7450c9099b94550d1e1cc0d,immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,£57.36
defcd1ea07f67d841abf730d4a9be77ff63bceccf88fd9616545dd1b2eccc7d7,i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",£29.17
5c4499f1c982c6894da4b301f3d2a39ad09d268534ddcedc56ae1db3504e6d24,i-am-a-hero-omnibus-volume-1_898/index.html,I am a Hero Omnibus Volume 1,£54.63
b47ffaf0afab5dcb9f617971af0a87da4ddd0f2bb02a217cd3fa7aed3981e232,how-to-be-miserable-40-strategies-you-already-use_897/index.html,How to Be Miserable: 40 Strategies You Already Use,£46.03
ecf5b89fc49d1ba4f5a6fd0c17786e8bb9c7a2a66f7cb0ef0dcc96db063d2b5a,her-backup-boyfriend-the-sorensen-family-1_896/index.html,Her Backup Boyfriend (The Sorensen Family #1),£33.97
3c8df5c8972f01af54958da9fb023bcca6502d3190132ca7c7e0fc0923508ed3,giant-days-vol-2-giant-days-5-8_895/index.html,"Giant Days, Vol. 2 (Giant Days #5-8)",£22.11
95b4cc7c7d2d3727a16e5a64f3da24d94ce1ebafedfc4279e9eb90645166078a,forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,£29.69
3927ff4a7d0023ab7c2698cbdbae59aa3c16708c6aec07b94c49915bac5b257d,first-and-first-five-boroughs-3_893/index.html,First and First (Five Boroughs #3),£15.97
6fc3dbd93bce474f51b0dc6c030ed5ba2bc3a9ec4808f81d7e5b4b817c3949ad,fifty-shades-darker-fifty-shades-2_892/index.html,Fifty Shades Darker (Fifty Shades #2),£21.96
b2b4297a54301595539ec80cc70853b534f2a8b76616b4f9b3a08994ff52c243,everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,£54.35
d185c9a198cfe207b90d7695835012bed923c6d16e66149cda7e03888d67d2dd,dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",£37.97
c41a68406d16080d1621cc4ee7e50d1f42f32377d3351cf019baf96a71441fe8,danganronpa-volume-1_889/index.html,Danganronpa Volume 1,£51.99
e774b1d78fe3ac09221941e0513e0c60eb484796113c2083d84f6401ed532d21,crown-of-midnight-throne-of-glass-2_888/index.html,Crown of Midnight (Throne of Glass #2),£43.29
f3953e013051f5d0732a96be31bdcbc0c4f0f9c13e2fb229050f9ae5fc3c4ac9,codename-baboushka-volume-1-the-conclave-of-death_887/index.html,"Codename Baboushka, Volume 1: The Conclave of Death",£36.72
d85e0ad8c037ff1f227e03305f5443740294c02da28e6b7528190c767a3a61c9,camp-midnight_886/index.html,Camp Midnight,£17.08
6fafb698e9700d07fd38228dedcaae8710992b917f722562d9d77ee3484daea1,call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,£29.14
a06b9615e9b8e664bf4e5bc870af2a32b83e6bb46aaabcd121ed2ec604633775,burning_884/index.html,Burning,£28.81
6e03bebecf36b453eca4c164722a1a0e8846badfe4676a9a3f815991ae44e948,bossypants_883/index.html,Bossypants,£49.46
9d323c75d1f66fd9aae14d7788fca827f957edeb11053703171f26d87cc83f71,bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",£37.92
c00174d6811055db139e9cf0e73144150e0a54c908265c63f73ca302fe179b21,avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",£28.09
8739c0a0d77c13ee7249340dbb1dd8438a95e88119327a17516e1daf05758898,algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,Algorithms to Live By: The Computer Science of Human Decisions,£30.81
1f2c529ed53aba001e9ef42b232d24d43ad558104da9717c07da4032571c6587,a-world-of-flavor-your-gluten-free-passport_879/index.html,A World of Flavor: Your Gluten Free Passport,£42.95
3d70399102050ebde69e17bbb61d17b2ba90500329d0a127e413776ae00c3a3d,a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",£56.76
6e3a289499d38b68113516682b1a637b82612dd1ff98a0ce70691c5e5d6bf1f7,a-murder-in-time_877/index.html,A Murder in Time,£16.64
105e20584f7ca12e0e1aa5473c91bd305b712be448ce966e858685571cc0fe35,a-flight-of-arrows-the-pathfinders-2_876/index.html,A Flight of Arrows (The Pathfinders #2),£55.53
54e6590726774d67edff04e6beb82285e242aac50f353649e1053e74327a3c05,a-fierce-and-subtle-poison_875/index.html,A Fierce and Subtle Poison,£28.13
578a84ca5648671679ec648656fe4df9e94914867f7eaf0298b37877edaf06b3,a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,A Court of Thorns and Roses (A Court of Thorns and Roses #1),£52.37
c51ed542c04c531ce974c4cbf0cbf916d20d10c0eea5745f83b774c4402f36c5,unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,(Un)Qualified: How God Uses Broken People to Do Big Things,£54.00
9c1e78bbd81b5f38bed073257e36cd8154cf3695c8fb562b73d918dfe9417ca1,you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,You Are What You Love: The Spiritual Power of Habit,£21.87
a2f17fc0cc3798d3ecddde8d0dfd840ea36391af2ba7955a6a3ad306e5cf05fb,william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",£43.30
0b5d7dc3ec3bd88d69686ceed2369bcee00a7229391e9bf143f79b849a7270e3,tuesday-nights-in-1980_870/index.html,Tuesday Nights in 1980,£21.04
74cec40501fa280a205126e61d29386ff19557889567d964fcae30f5f2b04fba,tracing-numbers-on-a-train_869/index.html,Tracing Numbers on a Train,£41.60
eb0c4d4c6bea5b339e13f12a89e835e8b0a7cd181164800a0231c1f74986cbbb,throne-of-glass-throne-of-glass-1_868/index.html,Throne of Glass (Throne of Glass #1),£35.07
bafa00ca02eb2a8febba585c5336126608e55f6a9d727f500a7a3f393fd54a7f,thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,£59.64
3f39d724896cb07a4bb613cb23eac7adcfa2be38d28aa93c708f846bf42c06cc,thirteen-reasons-why_866/index.html,Thirteen Reasons Why,£52.72
65b9fb9f2e7d224519fee226e1966737120b271100a43f7252e8bfe79e23146e,the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,£58.08
c4d73900b2e62c6504871bc69ed4921a931e2b66d997dbb0e1c4b5a67a300ea6,the-wedding-dress_864/index.html,The Wedding Dress,£24.12
9701e668908599a8d4e6095547e7e1c22b4d7f21c7c850b181c50ec95ad92e5c,the-vacationers_863/index.html,The Vacationers,£42.15
1363b974eedab45ab2825ea58b875016b10082f80c9df5ee2e195a5b2281aea5,the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,The Third Wave: An Entrepreneur’s Vision of the Future,£12.61
